Country,Date,NewCases,NewDeaths
France,6/9/2020,211,54
France,6/10/2020,403,87
France,6/11/2020,545,23
France,6/12/2020,425,27
France,6/13/2020,726,28
France,6/14/2020,526,24
France,6/15/2020,407,9
France,6/16/2020,152,29
France,6/17/2020,344,111
France,6/18/2020,458,28
France,6/19/2020,467,28
France,6/20/2020,811,14
France,6/21/2020,641,16
France,6/22/2020,284,7
France,6/23/2020,373,23
France,6/24/2020,517,57
France,6/25/2020,81,11
France,6/26/2020,0,21
France,6/27/2020,1588,26
France,6/28/2020,0,0
France,6/29/2020,0,0
France,6/30/2020,1324,35
France,7/1/2020,541,30
France,7/2/2020,918,18
France,7/3/2020,659,14
France,7/4/2020,582,18
France,7/5/2020,0,0
France,7/6/2020,0,0
France,7/7/2020,1375,27
France,7/8/2020,475,13
France,7/9/2020,663,32
France,7/10/2020,621,14
France,7/11/2020,658,25
France,7/12/2020,0,0
France,7/13/2020,0,0
France,7/14/2020,1625,25
France,7/15/2020,0,0
France,7/16/2020,927,91
France,7/17/2020,534,18
France,7/18/2020,836,14
France,7/19/2020,0,0
France,7/20/2020,0,0
France,7/21/2020,2080,13
France,7/22/2020,584,0
France,7/23/2020,998,7
France,7/24/2020,1062,10
France,7/25/2020,1130,10
France,7/26/2020,0,0
France,7/27/2020,0,0
France,7/28/2020,2551,17
France,7/29/2020,725,14
France,7/30/2020,1392,15
France,7/31/2020,1377,16
France,8/1/2020,1346,11
France,8/2/2020,0,0
France,8/3/2020,0,0
France,8/4/2020,3376,29
France,8/5/2020,1039,2
France,8/6/2020,1695,9
France,8/7/2020,1604,7
France,8/8/2020,2288,12
France,8/9/2020,0,0
France,8/10/2020,0,0
France,8/11/2020,4854,16
France,8/12/2020,1397,14
France,8/13/2020,2524,17
France,8/14/2020,2669,17
France,8/15/2020,2846,18
France,8/16/2020,3310,3
France,8/17/2020,3015,1
France,8/18/2020,493,19
France,8/19/2020,2238,22
France,8/20/2020,3776,17
France,8/21/2020,4771,12
France,8/22/2020,4586,23
France,8/23/2020,3602,9
France,8/24/2020,4897,1
France,8/25/2020,1955,15
France,8/26/2020,3304,16
France,8/27/2020,5429,0
France,8/28/2020,6111,32
France,8/29/2020,7379,20
France,8/30/2020,5453,6
France,8/31/2020,5413,4
France,9/1/2020,3082,29
France,9/2/2020,4982,26
France,9/3/2020,7017,25
France,9/4/2020,7157,0
France,9/5/2020,8975,0
France,9/6/2020,8550,12
France,9/7/2020,7071,3
France,9/8/2020,4203,25
France,9/9/2020,6544,38
France,9/10/2020,8577,30
France,9/11/2020,9843,19
France,9/12/2020,9406,80
France,9/13/2020,10561,17
France,9/14/2020,7183,6
France,9/15/2020,6158,34
France,9/16/2020,7852,49
France,9/17/2020,9784,46
France,9/18/2020,10593,50
France,9/19/2020,13215,154
France,9/20/2020,13498,25
France,9/21/2020,11569,11
France,9/22/2020,4298,53
France,9/23/2020,10008,78
France,9/24/2020,13072,43
France,9/25/2020,16096,52
France,9/26/2020,15797,150
France,9/27/2020,14412,39
France,9/28/2020,11123,27
France,9/29/2020,4070,81
France,9/30/2020,8051,85
France,10/1/2020,12845,63
France,10/2/2020,13970,63
France,10/3/2020,12148,136
France,10/4/2020,16972,43
France,10/5/2020,12545,32
France,10/6/2020,5104,69
France,10/7/2020,10489,66
France,10/8/2020,18746,80
France,10/9/2020,18129,76
France,10/10/2020,20339,109
France,10/11/2020,26896,54
France,10/12/2020,16101,46
France,10/13/2020,8505,95
France,10/14/2020,12993,108
France,10/15/2020,22591,104
France,10/16/2020,30621,88
France,10/17/2020,25086,178
France,10/18/2020,32427,89
France,10/19/2020,29837,85
France,10/20/2020,13243,146
France,10/21/2020,20468,262
France,10/22/2020,26676,163
France,10/23/2020,41622,162
France,10/24/2020,42032,298
France,10/25/2020,45422,137
France,10/26/2020,52010,116
India,1/1/2020,0,0
India,1/2/2020,0,0
India,1/3/2020,0,0
India,1/4/2020,0,0
India,1/5/2020,0,0
India,1/6/2020,0,0
India,1/7/2020,0,0
India,1/8/2020,0,0
India,1/9/2020,0,0
India,1/10/2020,0,0
India,1/11/2020,0,0
India,1/12/2020,0,0
India,1/13/2020,0,0
India,1/14/2020,0,0
India,1/15/2020,0,0
India,1/16/2020,0,0
India,1/17/2020,0,0
India,1/18/2020,0,0
India,1/19/2020,0,0
India,1/20/2020,0,0
India,1/21/2020,0,0
India,1/22/2020,0,0
India,1/23/2020,0,0
India,1/24/2020,0,0
India,1/25/2020,0,0
India,1/26/2020,0,0
India,1/27/2020,0,0
India,1/28/2020,0,0
India,1/29/2020,0,0
India,1/30/2020,1,0
India,1/31/2020,0,0
India,2/1/2020,0,0
India,2/2/2020,1,0
India,2/3/2020,0,0
India,2/4/2020,1,0
India,2/5/2020,0,0
India,2/6/2020,0,0
India,2/7/2020,0,0
India,2/8/2020,0,0
India,2/9/2020,0,0
India,2/10/2020,0,0
India,2/11/2020,0,0
India,2/12/2020,0,0
India,2/13/2020,0,0
India,2/14/2020,0,0
India,2/15/2020,0,0
India,2/16/2020,0,0
India,2/17/2020,0,0
India,2/18/2020,0,0
India,2/19/2020,0,0
India,2/20/2020,0,0
India,2/21/2020,0,0
India,2/22/2020,0,0
India,2/23/2020,0,0
India,2/24/2020,0,0
India,2/25/2020,0,0
India,2/26/2020,0,0
India,2/27/2020,0,0
India,2/28/2020,0,0
India,2/29/2020,0,0
India,3/1/2020,0,0
India,3/2/2020,0,0
India,3/3/2020,2,0
India,3/4/2020,1,0
India,3/5/2020,22,0
India,3/6/2020,1,0
India,3/7/2020,2,0
India,3/8/2020,3,0
India,3/9/2020,,
India,3/10/2020,10,0
India,3/11/2020,6,0
India,3/12/2020,23,0
India,3/13/2020,2,1
India,3/14/2020,8,1
India,3/15/2020,7,0
India,3/16/2020,3,0
India,3/17/2020,32,1
India,3/18/2020,12,0
India,3/19/2020,28,0
India,3/20/2020,26,1
India,3/21/2020,40,0
India,3/22/2020,89,0
India,3/23/2020,119,3
India,3/24/2020,53,2
India,3/25/2020,70,0
India,3/26/2020,87,4
India,3/27/2020,75,4
India,3/28/2020,149,2
India,3/29/2020,106,6
India,3/30/2020,92,4
India,3/31/2020,180,3
India,4/1/2020,146,3
India,4/2/2020,568,15
India,4/3/2020,336,6
India,4/4/2020,601,12
India,4/5/2020,472,9
India,4/6/2020,693,32
India,4/7/2020,354,5
India,4/8/2020,773,35
India,4/9/2020,540,17
India,4/10/2020,678,33
India,4/11/2020,1035,40
India,4/12/2020,909,34
India,4/13/2020,796,35
India,4/14/2020,1211,31
India,4/15/2020,1075,38
India,4/16/2020,942,37
India,4/17/2020,1007,23
India,4/18/2020,991,43
India,4/19/2020,1334,27
India,4/20/2020,1553,36
India,4/21/2020,1335,47
India,4/22/2020,1384,50
India,4/23/2020,1409,41
India,4/24/2020,1684,37
India,4/25/2020,1429,57
India,4/26/2020,1990,49
India,4/27/2020,1396,48
India,4/28/2020,1543,62
India,4/29/2020,1897,73
India,4/30/2020,1718,67
India,5/1/2020,1993,73
India,5/2/2020,2293,71
India,5/3/2020,2644,83
India,5/4/2020,2553,72
India,5/5/2020,3900,195
India,5/6/2020,2958,126
India,5/7/2020,3561,89
India,5/8/2020,3390,103
India,5/9/2020,3320,95
India,5/10/2020,3277,128
India,5/11/2020,4213,97
India,5/12/2020,3604,87
India,5/13/2020,3525,122
India,5/14/2020,3722,134
India,5/15/2020,3967,100
India,5/16/2020,3970,103
India,5/17/2020,4987,120
India,5/18/2020,5242,157
India,5/19/2020,4970,134
India,5/20/2020,5611,140
India,5/21/2020,5609,132
India,5/22/2020,6088,148
India,5/23/2020,6654,137
India,5/24/2020,6767,147
India,5/25/2020,6977,154
India,5/26/2020,6535,146
India,5/27/2020,6387,170
India,5/28/2020,6566,194
India,5/29/2020,7466,175
India,5/30/2020,7964,265
India,5/31/2020,8380,193
India,6/1/2020,8392,230
India,6/2/2020,8171,204
India,6/3/2020,8909,217
India,6/4/2020,9304,260
India,6/5/2020,9851,273
India,6/6/2020,9887,294
India,6/7/2020,9971,287
India,6/8/2020,9983,206
India,6/9/2020,9987,331
India,6/10/2020,9985,279
India,6/11/2020,9996,357
India,6/12/2020,10956,396
India,6/13/2020,11458,386
India,6/14/2020,11929,311
India,6/15/2020,11502,325
India,6/16/2020,10667,380
India,6/17/2020,10974,2003
India,6/18/2020,12881,334
India,6/19/2020,13586,336
India,6/20/2020,14516,375
India,6/21/2020,15413,306
India,6/22/2020,14821,445
India,6/23/2020,14933,312
India,6/24/2020,15968,465
India,6/25/2020,16922,418
India,6/26/2020,17296,407
India,6/27/2020,18552,384
India,6/28/2020,19906,410
India,6/29/2020,19459,380
India,6/30/2020,18522,418
India,7/1/2020,18653,507
India,7/2/2020,19148,434
India,7/3/2020,20903,379
India,7/4/2020,22771,442
India,7/5/2020,24850,613
India,7/6/2020,24248,425
India,7/7/2020,22252,467
India,7/8/2020,22752,482
India,7/9/2020,24879,487
India,7/10/2020,26506,475
India,7/11/2020,27114,519
India,7/12/2020,28637,551
India,7/13/2020,28701,500
India,7/14/2020,28498,553
India,7/15/2020,29429,582
India,7/16/2020,32695,606
India,7/17/2020,34956,687
India,7/18/2020,34884,671
India,7/19/2020,38902,543
India,7/20/2020,40425,681
India,7/21/2020,37148,587
India,7/22/2020,37724,648
India,7/23/2020,45720,1129
India,7/24/2020,49310,740
India,7/25/2020,48916,757
India,7/26/2020,48661,705
India,7/27/2020,49931,708
India,7/28/2020,47703,654
India,7/29/2020,48513,768
India,7/30/2020,52123,775
India,7/31/2020,55078,779
India,8/1/2020,57118,764
India,8/2/2020,54735,853
India,8/3/2020,52972,771
India,8/4/2020,52050,803
India,8/5/2020,52509,857
India,8/6/2020,56282,904
India,8/7/2020,62538,886
India,8/8/2020,61537,933
India,8/9/2020,64399,861
India,8/10/2020,62064,1007
India,8/11/2020,53601,871
India,8/12/2020,60963,834
India,8/13/2020,66999,942
India,8/14/2020,64553,1007
India,8/15/2020,65002,996
India,8/16/2020,63490,944
India,8/17/2020,57981,941
India,8/18/2020,55079,876
India,8/19/2020,64531,1092
India,8/20/2020,69652,977
India,8/21/2020,68898,983
India,8/22/2020,69878,945
India,8/23/2020,69239,912
India,8/24/2020,61408,836
India,8/25/2020,60975,848
India,8/26/2020,67151,1059
India,8/27/2020,75760,1023
India,8/28/2020,77266,1057
India,8/29/2020,76472,1021
India,8/30/2020,78761,948
India,8/31/2020,78512,971
India,9/1/2020,69921,759
India,9/2/2020,78357,1105
India,9/3/2020,83883,1043
India,9/4/2020,83341,1096
India,9/5/2020,86432,1089
India,9/6/2020,90632,1065
India,9/7/2020,90802,1016
India,9/8/2020,75809,1133
India,9/9/2020,89706,1115
India,9/10/2020,95735,1172
India,9/11/2020,96551,1209
India,9/12/2020,97570,1201
India,9/13/2020,94372,1114
India,9/14/2020,92071,1136
India,9/15/2020,83809,1054
India,9/16/2020,90123,1290
India,9/17/2020,97894,1132
India,9/18/2020,96424,1174
India,9/19/2020,93337,1247
India,9/20/2020,92605,1133
India,9/21/2020,86961,1130
India,9/22/2020,75083,1053
India,9/23/2020,83347,1085
India,9/24/2020,86508,1129
India,9/25/2020,86052,1141
India,9/26/2020,85362,1089
India,9/27/2020,88600,1124
India,9/28/2020,82170,1039
India,9/29/2020,70589,776
India,9/30/2020,80472,1179
India,10/1/2020,86821,1181
India,10/2/2020,81484,1095
India,10/3/2020,79476,1069
India,10/4/2020,75829,940
India,10/5/2020,74442,903
India,10/6/2020,61267,884
India,10/7/2020,72049,986
India,10/8/2020,78524,971
India,10/9/2020,70496,964
India,10/10/2020,73272,926
India,10/11/2020,74383,918
India,10/12/2020,66732,816
India,10/13/2020,55342,706
India,10/14/2020,63509,730
India,10/15/2020,67708,680
India,10/16/2020,63371,895
India,10/17/2020,62212,837
India,10/18/2020,61871,1033
India,10/19/2020,55722,579
India,10/20/2020,46790,587
India,10/21/2020,54044,717
India,10/22/2020,55839,702
India,10/23/2020,54366,690
India,10/24/2020,53370,650
India,10/25/2020,50129,578
India,10/26/2020,45148,480
Russia,1/1/2020,0,0
Russia,1/2/2020,0,0
Russia,1/3/2020,0,0
Russia,1/4/2020,0,0
Russia,1/5/2020,0,0
Russia,1/6/2020,0,0
Russia,1/7/2020,0,0
Russia,1/8/2020,0,0
Russia,1/9/2020,0,0
Russia,1/10/2020,0,0
Russia,1/11/2020,0,0
Russia,1/12/2020,0,0
Russia,1/13/2020,0,0
Russia,1/14/2020,0,0
Russia,1/15/2020,0,0
Russia,1/16/2020,0,0
Russia,1/17/2020,0,0
Russia,1/18/2020,0,0
Russia,1/19/2020,0,0
Russia,1/20/2020,0,0
Russia,1/21/2020,0,0
Russia,1/22/2020,0,0
Russia,1/23/2020,0,0
Russia,1/24/2020,0,0
Russia,1/25/2020,0,0
Russia,1/26/2020,0,0
Russia,1/27/2020,0,0
Russia,1/28/2020,0,0
Russia,1/29/2020,0,0
Russia,1/30/2020,0,0
Russia,1/31/2020,0,0
Russia,2/1/2020,2,0
Russia,2/2/2020,0,0
Russia,2/3/2020,0,0
Russia,2/4/2020,0,0
Russia,2/5/2020,0,0
Russia,2/6/2020,0,0
Russia,2/7/2020,0,0
Russia,2/8/2020,0,0
Russia,2/9/2020,0,0
Russia,2/10/2020,0,0
Russia,2/11/2020,0,0
Russia,2/12/2020,0,0
Russia,2/13/2020,0,0
Russia,2/14/2020,0,0
Russia,2/15/2020,0,0
Russia,2/16/2020,0,0
Russia,2/17/2020,0,0
Russia,2/18/2020,0,0
Russia,2/19/2020,0,0
Russia,2/20/2020,0,0
Russia,2/21/2020,0,0
Russia,2/22/2020,0,0
Russia,2/23/2020,0,0
Russia,2/24/2020,0,0
Russia,2/25/2020,0,0
Russia,2/26/2020,0,0
Russia,2/27/2020,0,0
Russia,2/28/2020,0,0
Russia,2/29/2020,0,0
Russia,3/1/2020,0,0
Russia,3/2/2020,0,0
Russia,3/3/2020,1,0
Russia,3/4/2020,1,0
Russia,3/5/2020,0,0
Russia,3/6/2020,0,0
Russia,3/7/2020,6,0
Russia,3/8/2020,0,0
Russia,3/9/2020,0,0
Russia,3/10/2020,0,0
Russia,3/11/2020,0,0
Russia,3/12/2020,15,0
Russia,3/13/2020,5,0
Russia,3/14/2020,15,0
Russia,3/15/2020,14,0
Russia,3/16/2020,4,0
Russia,3/17/2020,30,0
Russia,3/18/2020,21,0
Russia,3/19/2020,33,0
Russia,3/20/2020,52,0
Russia,3/21/2020,54,0
Russia,3/22/2020,53,0
Russia,3/23/2020,61,0
Russia,3/24/2020,71,0
Russia,3/25/2020,57,0
Russia,3/26/2020,163,0
Russia,3/27/2020,182,2
Russia,3/28/2020,196,2
Russia,3/29/2020,228,1
Russia,3/30/2020,270,3
Russia,3/31/2020,302,2
Russia,4/1/2020,501,7
Russia,4/2/2020,440,7
Russia,4/3/2020,771,6
Russia,4/4/2020,601,4
Russia,4/5/2020,582,9
Russia,4/6/2020,658,2
Russia,4/7/2020,954,2
Russia,4/8/2020,1154,11
Russia,4/9/2020,1175,5
Russia,4/10/2020,1459,13
Russia,4/11/2020,1786,18
Russia,4/12/2020,1667,12
Russia,4/13/2020,2186,24
Russia,4/14/2020,2558,18
Russia,4/15/2020,2774,22
Russia,4/16/2020,3388,28
Russia,4/17/2020,3448,34
Russia,4/18/2020,4070,41
Russia,4/19/2020,4785,40
Russia,4/20/2020,6060,48
Russia,4/21/2020,4268,44
Russia,4/22/2020,5642,51
Russia,4/23/2020,5236,57
Russia,4/24/2020,4774,42
Russia,4/25/2020,5849,60
Russia,4/26/2020,5966,66
Russia,4/27/2020,6361,66
Russia,4/28/2020,6198,48
Russia,4/29/2020,6411,72
Russia,4/30/2020,5841,105
Russia,5/1/2020,7099,101
Russia,5/2/2020,7933,96
Russia,5/3/2020,9623,53
Russia,5/4/2020,10633,58
Russia,5/5/2020,10581,76
Russia,5/6/2020,10102,95
Russia,5/7/2020,10559,86
Russia,5/8/2020,11231,88
Russia,5/9/2020,10699,98
Russia,5/10/2020,10817,104
Russia,5/11/2020,11012,88
Russia,5/12/2020,11656,94
Russia,5/13/2020,10899,107
Russia,5/14/2020,10028,96
Russia,5/15/2020,9974,93
Russia,5/16/2020,10598,113
Russia,5/17/2020,9200,119
Russia,5/18/2020,9709,94
Russia,5/19/2020,8926,91
Russia,5/20/2020,9263,115
Russia,5/21/2020,8764,135
Russia,5/22/2020,8849,127
Russia,5/23/2020,8894,150
Russia,5/24/2020,9434,139
Russia,5/25/2020,8599,153
Russia,5/26/2020,8946,92
Russia,5/27/2020,8915,174
Russia,5/28/2020,8338,161
Russia,5/29/2020,8371,174
Russia,5/30/2020,8572,232
Russia,5/31/2020,8952,181
Russia,6/1/2020,9268,138
Russia,6/2/2020,9035,162
Russia,6/3/2020,8863,182
Russia,6/4/2020,8536,178
Russia,6/5/2020,8831,169
Russia,6/6/2020,8726,144
Russia,6/7/2020,8855,197
Russia,6/8/2020,8984,134
Russia,6/9/2020,8985,112
Russia,6/10/2020,8595,170
Russia,6/11/2020,8404,217
Russia,6/12/2020,8779,174
Russia,6/13/2020,8987,183
Russia,6/14/2020,8706,114
Russia,6/15/2020,8835,119
Russia,6/16/2020,8246,143
Russia,6/17/2020,8248,193
Russia,6/18/2020,7843,194
Russia,6/19/2020,7790,312
Russia,6/20/2020,7972,182
Russia,6/21/2020,7889,30
Russia,6/22/2020,7728,109
Russia,6/23/2020,7600,95
Russia,6/24/2020,7425,153
Russia,6/25/2020,7176,154
Russia,6/26/2020,7113,92
Russia,6/27/2020,6800,176
Russia,6/28/2020,6852,188
Russia,6/29/2020,6791,104
Russia,6/30/2020,6719,93
Russia,7/1/2020,6693,154
Russia,7/2/2020,6556,216
Russia,7/3/2020,6760,147
Russia,7/4/2020,6718,176
Russia,7/5/2020,6632,168
Russia,7/6/2020,6736,134
Russia,7/7/2020,6611,135
Russia,7/8/2020,6368,198
Russia,7/9/2020,6562,173
Russia,7/10/2020,6509,176
Russia,7/11/2020,6635,174
Russia,7/12/2020,6611,188
Russia,7/13/2020,6615,130
Russia,7/14/2020,6537,104
Russia,7/15/2020,6248,175
Russia,7/16/2020,6422,156
Russia,7/17/2020,6428,167
Russia,7/18/2020,6406,186
Russia,7/19/2020,6234,124
Russia,7/20/2020,6109,95
Russia,7/21/2020,5940,85
Russia,7/22/2020,5842,153
Russia,7/23/2020,5862,165
Russia,7/24/2020,5848,147
Russia,7/25/2020,5811,154
Russia,7/26/2020,5871,146
Russia,7/27/2020,5765,77
Russia,7/28/2020,5635,85
Russia,7/29/2020,5395,150
Russia,7/30/2020,5475,169
Russia,7/31/2020,5509,129
Russia,8/1/2020,5482,161
Russia,8/2/2020,5462,95
Russia,8/3/2020,5427,70
Russia,8/4/2020,5394,79
Russia,8/5/2020,5159,144
Russia,8/6/2020,5920,181
Russia,8/7/2020,4551,74
Russia,8/8/2020,5241,119
Russia,8/9/2020,5212,129
Russia,8/10/2020,5189,77
Russia,8/11/2020,5118,130
Russia,8/12/2020,4945,70
Russia,8/13/2020,5102,129
Russia,8/14/2020,5057,124
Russia,8/15/2020,5065,114
Russia,8/16/2020,5061,119
Russia,8/17/2020,4969,68
Russia,8/18/2020,4892,55
Russia,8/19/2020,4748,132
Russia,8/20/2020,4828,117
Russia,8/21/2020,4785,110
Russia,8/22/2020,4870,90
Russia,8/23/2020,4921,121
Russia,8/24/2020,4852,73
Russia,8/25/2020,4744,65
Russia,8/26/2020,4696,120
Russia,8/27/2020,4676,115
Russia,8/28/2020,4711,121
Russia,8/29/2020,4829,110
Russia,8/30/2020,4941,111
Russia,8/31/2020,4980,68
Russia,9/1/2020,4993,83
Russia,9/2/2020,4729,123
Russia,9/3/2020,4952,115
Russia,9/4/2020,4995,114
Russia,9/5/2020,5110,121
Russia,9/6/2020,5205,110
Russia,9/7/2020,5195,61
Russia,9/8/2020,5185,51
Russia,9/9/2020,5099,122
Russia,9/10/2020,5218,160
Russia,9/11/2020,5363,110
Russia,9/12/2020,5504,102
Russia,9/13/2020,5488,119
Russia,9/14/2020,5449,94
Russia,9/15/2020,5509,57
Russia,9/16/2020,5529,150
Russia,9/17/2020,5670,132
Russia,9/18/2020,5762,144
Russia,9/19/2020,5905,134
Russia,9/20/2020,6065,144
Russia,9/21/2020,6148,79
Russia,9/22/2020,6196,71
Russia,9/23/2020,6215,160
Russia,9/24/2020,6431,150
Russia,9/25/2020,6595,149
Russia,9/26/2020,7212,108
Russia,9/27/2020,7523,169
Russia,9/28/2020,7867,99
Russia,9/29/2020,8135,61
Russia,9/30/2020,8232,160
Russia,10/1/2020,8481,177
Russia,10/2/2020,8945,169
Russia,10/3/2020,9412,186
Russia,10/4/2020,9859,174
Russia,10/5/2020,10499,107
Russia,10/6/2020,10888,117
Russia,10/7/2020,11615,188
Russia,10/8/2020,11115,202
Russia,10/9/2020,11493,191
Russia,10/10/2020,12126,201
Russia,10/11/2020,12846,197
Russia,10/12/2020,13634,143
Russia,10/13/2020,13592,125
Russia,10/14/2020,13868,244
Russia,10/15/2020,14231,239
Russia,10/16/2020,13754,286
Russia,10/17/2020,15150,232
Russia,10/18/2020,14922,279
Russia,10/19/2020,15099,185
Russia,10/20/2020,15982,179
Russia,10/21/2020,16319,269
Russia,10/22/2020,15700,317
Russia,10/23/2020,15971,290
Russia,10/24/2020,17340,283
Russia,10/25/2020,16521,296
Russia,10/26/2020,16710,229
